Schahram Dustdar,Technical University of Wien Austria
Artur Lugmayr,Tampere University of Technology (TUT) Finland
Anthony Jameson,DFKI Germany
Alessandro Vinciarelli,Glasgow University UK
Pedro Santos,Fraunhofer IGD Germany
Oscar Mayora,CREATE-NET Trento Italy
Dr. Silvia Gabrielli,CREATE-NET Trento Italy
Prof. Tiziana Catarci,DIS University of Rome La Sapienza Rome Italy
