Roberto Baldoni,University of Rome La Sapienza Italy
James Clarke,Waterford Institute of Technology Ireland
Evangelos Kotsovinos,Francis N. Parr IBM Research  Watson
Dr. Eliezer Dekel,IBM Research - Haifa Research Laboratory Israel
